순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
986,정사 : 시아버지와 도련님 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
987,정사 : 아내의 친구 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-11-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
988,정사 : 아내의 친구 2,조태호,(주)영화사가을,,(주)영화사가을,2019-08-27,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
989,정사 : 어린 새엄마 무삭제,임현태,(주)영화사가을,,(주)영화사가을,2018-11-14,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
990,정사 : 엄마친구,김환,(주)영화사가을,,(주)영화사가을,2019-10-10,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
991,정사 : 은밀한 밀애-무삭제판,이재상,(주)케이알씨지,,(주)케이알씨지,2018-07-25,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
992,정사 : 자매의 유혹 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2018-11-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
993,정사 : 착한 며느리들 무삭제판,김부곤,(주)영화사가을,,(주)영화사가을,2018-04-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
994,정사 : 착한 며느리들 2 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2019-03-13,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
995,정사 : 착한 숙모 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2018-11-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
996,정사 : 처제의 사랑 무삭제편,최민,(주)영화사가을,,(주)영화사가을,2018-11-08,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
997,정사 : 친구의 엄마 무삭제,곽영근,(주)영화사 사계절,,(주)영화사 사계절,2018-01-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
998,정사 : 친구의 엄마 2 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2018-07-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
999,정사 : 친구의 여자를 탐하다,"정완경,안상진",(주)영화사가을,,(주)영화사가을,2018-10-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1000,정사 : 친구의 여자를 탐하다 무삭제,정완경,(주)영화사가을,,(주)영화사가을,2018-11-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1001,정사 : 캠퍼스 커플 무삭제,임현태,(주)영화사가을,,(주)영화사가을,2018-11-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1002,정사: 딸의 친구들,이재훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-12-23,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1003,정사: 질투의 덫-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-03-28,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1004,제주도 야한밤,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2018-03-29,개봉영화,장편,한국,1,"1,000",1,0,0,,청소년관람불가,일반영화
1005,제주도 야한밤 무삭제,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2018-06-07,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
1006,조건아빠:슈가대디 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-04-12,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1007,조건엄마 슈가맘 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-08-06,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
1008,중독: 관음증-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2019-02-20,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
1009,직장 스와핑 : 예쁜 여직원들 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2018-01-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1010,진주의순결상실,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-08-24,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1011,진주의순결상실-무삭제,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-09-28,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1012,짱,송재덕,"(주)영화사 사계절,펀펀한영화사",,(주)영화사 사계절,2018-12-28,개봉영화,장편,한국,1,"6,000",1,0,0,액션,청소년관람불가,일반영화
1013,착한 며느리와 시아버지,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1014,착한 사촌 여동생,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-05-03,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
1015,착한 사촌 여동생 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-08-21,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
1016,착한 새누나,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-06-14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1017,착한 새엄마 -무삭제판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-03-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1018,착한 엄마 무삭제,이리단,(주)영화사 사계절,,(주)영화사 사계절,2018-03-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1019,착한 엄마 친구들,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-04,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1020,착한 엄마 (무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-01-25,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1021,착한 엄마 2 무삭제,곽영근,"(주)영화사 사계절,대호필름",,(주)영화사 사계절,2018-11-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1022,착한 엄마친구 2 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2018-08-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1023,착한 여동생-무삭제,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-11-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1024,착한 여친 엄마,김진수,(주)영화사가을,,(주)영화사가을,2019-08-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1025,착한 자매들 무삭제판,김부곤,(주)영화사가을,,(주)영화사가을,2018-11-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1026,착한 장모 (무삭제),이진명,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-08-10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1027,착한 장모님들과의 정사,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-06-15,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1028,착한 장모님들과의 정사(감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-07-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1029,착한 장모들,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-05-30,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1030,착한 장모들(무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-07-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1031,착한 장모와 젊은 사위,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-12-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1032,착한 제수씨,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-07-01,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1033,착한 제수씨 - 감독판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1034,착한 처제들 2018,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-10-30,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1035,착한 처제들 2018 (감독판),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-11-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1036,착한 처형 : 아내를 대신하다 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2018-03-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1037,착한 친구 누나,김진수,(주)영화사가을,,(주)영화사가을,2019-08-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1038,착한 친구 누나 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-11-22,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1039,착한 친구아내 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2019-05-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1040,착한 친구엄마 (무삭제),이진명,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-11-20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1041,착한 형수 2 무삭제,곽영근,(주)영화사 사계절,,(주)영화사 사계절,2018-01-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1042,착한 형수 3 무삭제,이리단,(주)영화사가을,,(주)영화사가을,2018-11-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1043,착한 형수 : 내 여자가 되던 날,"정완경,안상진",(주)영화사가을,,(주)영화사가을,2018-08-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1044,착한 형수 : 내 여자가 되던 날 무삭제,정완경,(주)영화사가을,,(주)영화사가을,2018-11-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1045,착한 형수 : 뜨거운 유혹 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1046,착한 형수 : 참을 수 없는 날,김진수,(주)영화사가을,,(주)영화사가을,2019-08-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1047,착한 형수 : 참을 수 없는 날 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-10-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1048,착한엄마 무삭제: 아버지의 여자를 탐하다,"이진명,유승택",(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-07-25,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1049,착한여선생,최은정,스마일컨텐츠,,스마일컨텐츠,2018-10-12,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1050,착한여선생-무삭제,최은정,스마일컨텐츠,,스마일컨텐츠,2018-11-23,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1051,착한여자친구,장두만,에이원 미디어,,에이원 미디어,2018-12-10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1052,착한여자친구-무삭제,장두만,에이원 미디어,,에이원 미디어,2019-04-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1053,착한형수의사정,정민용,스마일컨텐츠,,스마일컨텐츠,2019-01-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1054,착한형수의사정-무삭제,정민용,스마일컨텐츠,,스마일컨텐츠,2019-03-15,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1055,채팅앱-누나의맛,천성준,에이원 미디어,,에이원 미디어,2019-11-22,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1056,처녀 사냥 - 무삭제판,김태수,너바나 필름,,(주)컨텐츠 빌리지,2018-04-18,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1057,"처제는, 처제와, 처제의...(무삭제판)",노현진,(주)마이애미미디어,,(주)나우콘텐츠,2019-08-26,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1058,처제와 형수들,이정,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-01-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1059,처제와 형수들 (감독판),이정,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-03-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1060,처제와의 정사,이상민,(주)영화사가을,,(주)영화사가을,2018-08-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1061,처제와의 정사 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2019-05-28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1062,처제의 속사정2,최석원,(주)레드언더미디어,,(주)레드언더미디어,2018-05-03,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
1063,처제의 은밀한 유혹,이상민,(주)영화사가을,,(주)영화사가을,2018-06-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1064,처제의 은밀한 유혹 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1065,천박한누나 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-09-24,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
1066,첫경험 - 무삭제판,김태수,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2018-03-26,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1067,첫경험 2 - 무삭제판,김태수,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-11-19,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1068,초대녀 - 무삭제판,최우성,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2018-09-08,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
1069,초대녀 2 - 무삭제판,최우성,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-03-18,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1070,출장 마사지 : 특별한 서비스,김진수,(주)영화사가을,,(주)영화사가을,2019-08-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
1071,출장 마사지 : 특별한 서비스 무삭제,김진수,(주)영화사가을,,(주)영화사가을,2019-11-29,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
